,bond_id,bond_nm,price,stock_id,stock_nm,margin_flg,btype,orig_iss_amt,curr_iss_amt,convert_dt,convert_price,next_put_dt,redeem_dt,force_redeem,redeem_flag,redeem_price,redeem_price_ratio,real_force_redeem_price,redeem_remain_days,redeem_real_days,redeem_total_days,recount_dt,redeem_count_days,redeem_tc,sprice,delist_dt,maturity_dt,upper_price_adj,redeem_icon,redeem_orders,at_maturity,redeem_count,after_next_put_dt,force_redeem_price
10,123162,Z杰转债,274.320,300486,东杰智能,,C,5.700,0.528,2023-04-20,8.05,2026-10-13,2025-09-22,"最后交易日：2025年9月22日
最后转股日：2025年9月25日
赎回价：100.95元/张",Y,115.00,130%,100.950,0,30,30,,15,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,22.25,2025-09-22,2028-10-14,0.000,R,600,0,"已满足强赎条件<span style=""color:blue;"">!<br>30/15 | 30",0,10.465
11,123056,雪榕转债,146.788,300511,雪榕生物,,C,5.850,0.927,2021-01-04,4.10,2024-08-26,2025-10-09,"最后交易日：2025年10月9日
最后转股日：2025年10月14日
赎回价：100.93元/张",Y,115.00,120%,100.930,0,27,30,2025-08-14,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 120%(含 120%),6.04,2025-10-09,2026-06-24,0.000,R,600,0,"已满足强赎条件<span style=""color:blue;"">!<br>27/15 | 30",1,4.920
12,113669,景23转债,317.609,603228,景旺电子,R,C,11.540,4.791,2023-10-11,23.91,2027-04-02,2025-09-25,"最后交易日：2025年9月25日
最后转股日：2025年9月30日
赎回价：100.515元/张",Y,108.00,130%,100.515,0,23,30,2025-08-20,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,75.74,2025-09-25,2029-04-04,0.000,R,600,0,"已满足强赎条件<span style=""color:blue;"">!<br>23/15 | 30",0,31.083
13,113668,鹿山转债,144.699,603051,鹿山新材,R,C,5.240,1.879,2023-10-09,16.05,2027-03-26,,,Y,115.00,130%,-,0,16,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,23.29,,2029-03-27,0.000,O,300,0,"已满足强赎条件<span style=""color:blue;"">!<br>16/15 | 30",0,20.865
14,111007,永和转债,141.278,605020,永和股份,R,C,8.000,3.147,2023-04-17,19.68,2026-10-12,,,Y,115.00,130%,-,0,30,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,27.64,,2028-10-11,0.000,O,300,0,"已满足强赎条件<span style=""color:blue;"">!<br>30/15 | 30",0,25.584
15,113569,科达转债,126.753,603660,苏州科达,R,C,5.160,1.866,2020-09-14,6.38,2024-07-31,,,Y,115.00,130%,-,0,15,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含 130%),8.12,,2026-03-09,0.000,O,300,0,"已满足强赎条件<span style=""color:blue;"">!<br>15/15 | 30",1,8.294
16,113545,金能转债,109.984,603113,金能科技,R,C,15.000,9.559,2020-04-20,7.39,2025-10-14,,2025-09-30 最后交易,X,110.00,130%,-,-1,0,30,2022-03-23,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),6.87,2025-09-30,2025-10-14,0.000,R,182,1,"临近到期 <span style=""color:red;font-weight:bold;"">!<br>2025-09-30 最后交易",0,9.607
17,128076,金轮转债,119.256,002722,物产金轮,,C,2.140,1.534,2020-04-20,13.34,2023-10-13,,2025-10-09 最后交易,N,110.00,130%,-,-1,0,30,2025-10-15,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),15.94,2025-10-09,2025-10-14,0.000,R,173,1,"临近到期 <span style=""color:red;font-weight:bold;"">!<br>2025-10-09 最后交易",1,17.342
18,110060,天路转债,323.942,600326,西藏天路,R,C,10.870,1.201,2020-05-06,4.17,2023-10-27,,2025-10-22 最后交易,N,110.00,130%,-,-1,0,30,2025-10-28,15,在本次发行的可转债转股期内，如果公司 A 股股票连续 30 个交易日中 至少有 15 个交易日的收盘价格不低于当期转股价格的 130%(含 130%),13.18,2025-10-22,2025-10-28,0.000,R,160,1,"临近到期 <span style=""color:red;font-weight:bold;"">!<br>2025-10-22 最后交易",1,5.421
19,110059,浦发转债,110.592,600000,浦发银行,R,C,500.000,298.100,2020-05-06,12.51,-,,2025-10-22 最后交易,X,110.00,130%,-,-1,0,30,,15,如果公司普通股股票连续三十个交易日中至 少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),12.65,2025-10-22,2025-10-28,0.000,R,160,1,"临近到期 <span style=""color:red;font-weight:bold;"">!<br>2025-10-22 最后交易",0,16.263
20,123166,蒙泰转债,127.481,300876,蒙泰高新,R,C,3.000,2.917,2023-05-08,23.47,2026-11-02,,,X,115.00,130%,-,1,14,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,29.32,,2028-11-02,0.000,,99,0,至少还需1天<br>14/15 | 30,0,30.511
21,113577,春秋转债,136.965,603890,春秋电子,R,C,2.400,1.775,2020-10-20,10.50,2024-04-15,,,X,112.00,130%,-,2,13,30,2021-04-05,15,如果本公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的 130%(含 130%),14.13,,2026-04-14,0.000,,98,0,至少还需2天<br>13/15 | 30,1,13.650
22,113657,再22转债,133.300,603601,再升科技,R,C,5.100,4.740,2023-04-12,4.24,2025-01-16,,,X,110.00,130%,-,2,13,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,5.25,,2028-09-29,0.000,,98,0,至少还需2天<br>13/15 | 30,1,5.512
23,128130,景兴转债,192.431,002067,景兴纸业,R,C,12.800,3.327,2021-03-04,3.39,2024-08-30,,,X,110.00,130%,-,2,14,30,,15,如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的 130%(含 130%),6.17,,2026-08-31,0.000,,98,0,至少还需2天<br>14/15 | 30,1,4.407
24,113039,嘉泽转债,170.111,601619,嘉泽新能,R,C,13.000,2.872,2021-03-01,3.06,2024-08-23,,,X,108.00,130%,-,3,12,30,2024-02-05,15,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含 130%),4.60,,2026-08-24,0.000,,97,0,至少还需3天<br>12/15 | 30,1,3.978
25,118043,福立转债,226.700,688678,福立旺,R,C,7.000,4.278,2024-02-19,14.90,2027-08-13,,,X,115.00,130%,-,4,11,30,2025-09-05,15,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,33.81,,2029-08-14,0.000,,96,0,至少还需4天<br>11/15 | 30,0,19.370
26,127047,帝欧转债,129.617,002798,帝欧水华,,C,15.000,8.437,2022-04-29,5.10,2025-10-27,,,X,115.00,130%,-,5,10,30,,15,如果公司股票连续 30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%(含 130%),6.52,,2027-10-25,0.000,,95,0,至少还需5天<br>10/15 | 30,0,6.630
27,113675,新23转债,156.607,603179,新泉股份,R,C,11.600,11.591,2024-02-19,50.75,2027-08-10,,,X,115.00,130%,-,6,9,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日收盘价格不低于当期转股价格的 130%（含 130%）,77.80,,2029-08-11,0.000,,94,0,至少还需6天<br>9/15 | 30,0,65.975
28,123217,富仕转债,149.364,300852,四会富仕,,C,5.700,5.125,2024-02-19,29.57,2027-08-09,,,X,110.00,130%,-,6,9,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,43.75,,2029-08-08,0.000,,94,0,至少还需6天<br>9/15 | 30,0,38.441
29,128095,恩捷转债,137.530,002812,恩捷股份,R,C,16.000,4.527,2020-08-17,32.01,2025-02-11,,,X,110.00,130%,-,7,8,30,2024-01-01,15,如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%(含130%),42.00,,2026-02-11,0.000,,93,0,至少还需7天<br>8/15 | 30,1,41.613
30,113686,泰瑞转债,139.178,603289,泰瑞机器,,C,3.378,3.365,2025-01-08,8.15,2028-07-03,,,X,115.00,130%,-,7,8,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,10.57,,2030-07-02,0.000,,93,0,至少还需7天<br>8/15 | 30,0,10.595
31,113689,洛凯转债,151.750,603829,洛凯股份,,C,4.030,4.026,2025-04-23,15.33,2028-10-17,,,X,115.00,130%,-,9,6,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,22.66,,2030-10-17,0.000,,91,0,至少还需9天<br>6/15 | 30,0,19.929
32,123189,晓鸣转债,134.555,300967,晓鸣股份,R,C,3.290,3.287,2023-10-12,19.34,2027-04-05,,,X,113.00,130%,-,9,6,30,,15,在本次可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含）,23.00,,2029-04-06,0.000,,91,0,至少还需9天<br>6/15 | 30,0,25.142
33,127086,恒邦转债,135.972,002237,恒邦股份,R,C,31.600,31.588,2023-12-18,11.19,2027-06-11,,,X,108.00,130%,-,9,6,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,13.76,,2029-06-12,0.000,,91,0,至少还需9天<br>6/15 | 30,0,14.547
34,113628,晨丰转债,140.096,603685,晨丰科技,,C,4.150,3.361,2022-02-28,12.77,2025-08-22,,,X,115.00,130%,-,10,20,30,,30,在本次发行的可转债转股期内，如果公司股票连续三十个交易日的收盘价格不低于当期转股价格的130%（含130%）,17.87,,2027-08-23,0.000,,90,0,至少还需10天<br>20/30 | 30,1,16.601
35,123201,纽泰转债,148.900,301229,纽泰格,R,C,3.500,3.091,2024-01-03,15.04,2027-06-28,,,X,115.00,130%,-,10,5,30,2025-09-13,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,22.15,,2029-06-27,0.000,,90,0,至少还需10天<br>5/15 | 30,0,19.552
36,110093,神马转债,132.720,600810,神马股份,R,C,30.000,29.997,2023-09-22,8.11,2027-03-15,,,X,107.00,130%,-,10,5,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含）,10.25,,2029-03-16,0.000,,90,0,至少还需10天<br>5/15 | 30,0,10.543
37,123243,严牌转债,143.441,301081,严牌股份,R,C,4.679,3.177,2025-01-16,7.27,2028-07-10,,,X,114.00,130%,-,10,5,30,2025-09-13,15,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,10.37,,2030-07-10,0.000,,90,0,至少还需10天<br>5/15 | 30,0,9.451
38,128105,长集转债,135.472,002616,长青集团,,C,8.000,6.014,2020-10-15,5.30,2025-04-09,,,X,110.00,130%,-,10,5,30,,15,在转股期内，公司股票连续三十个交易日中至少十五个交易日的收盘价格不 低于当期转股价格的130%(含130%),7.18,,2026-04-09,0.000,,90,0,至少还需10天<br>5/15 | 30,1,6.890
39,113685,升24转债,139.266,603305,旭升集团,R,C,28.000,25.409,2024-12-20,12.51,2028-06-14,,,X,112.00,130%,-,11,4,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,17.08,,2030-06-14,0.000,,89,0,至少还需11天<br>4/15 | 30,0,16.263
40,123212,立中转债,136.984,300428,立中集团,R,C,8.998,8.997,2024-02-02,18.66,2027-07-26,,,X,113.00,130%,-,11,4,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,23.86,,2029-07-27,0.000,,89,0,至少还需11天<br>4/15 | 30,0,24.258
41,127093,章鼓转债,138.418,002598,山东章鼓,R,C,2.430,2.425,2024-04-23,10.15,2027-10-18,,,X,113.00,130%,-,12,6,30,,15,如果公司股票任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,12.04,,2029-10-17,0.000,,88,0,至少还需12天<br>6/15 | 30,0,13.195
42,123146,中环转2,132.543,300692,中环环保,,C,8.640,8.592,2022-11-14,6.23,2026-05-05,,,X,115.00,130%,-,12,3,30,,15,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,7.86,,2028-05-06,0.000,,88,0,至少还需12天<br>3/15 | 30,0,8.099
43,118021,新致转债,258.110,688590,新致软件,R,C,4.848,1.991,2023-04-10,10.56,2026-09-25,,,X,112.00,130%,-,12,3,30,2025-09-17,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,22.66,,2028-09-27,0.000,,88,0,至少还需12天<br>3/15 | 30,0,13.728
44,118029,富淼转债,137.362,688350,富淼科技,R,C,4.500,4.500,2023-06-21,18.43,2026-12-14,,,X,110.00,130%,-,12,6,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,22.83,,2028-12-15,0.000,,88,0,至少还需12天<br>6/15 | 30,0,23.959
45,123118,惠城转债,1639.000,300779,惠城环保,R,C,3.200,1.238,2022-01-13,11.11,2025-07-07,,,X,115.00,130%,-,12,3,30,2025-09-17,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),174.73,,2027-07-07,0.000,,88,0,至少还需12天<br>3/15 | 30,1,14.443
46,113681,镇洋转债,131.582,603213,镇洋发展,,C,6.600,5.797,2024-07-05,11.20,2027-12-28,,,X,115.00,130%,-,13,2,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,13.28,,2029-12-29,0.000,,87,0,至少还需13天<br>2/15 | 30,0,14.560
47,111004,明新转债,142.110,605068,明新旭腾,,C,6.730,6.715,2022-10-10,24.41,2026-03-30,,,X,115.00,130%,-,13,2,30,,15,如果公司股票在连续三十个交易日内至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,34.11,,2028-03-30,0.000,,87,0,至少还需13天<br>2/15 | 30,0,31.733
48,113676,荣23转债,133.501,603165,荣晟环保,,C,5.760,5.758,2024-02-26,11.11,2027-08-17,,,X,115.00,130%,-,13,2,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%,13.51,,2029-08-18,0.000,,87,0,至少还需13天<br>2/15 | 30,0,14.443
49,110062,烽火转债,138.461,600498,烽火通信,R,C,30.884,28.323,2020-06-08,21.71,2024-12-01,,,X,106.00,130%,-,13,3,30,,15,在本次发行的可转换公司债券转股期内，如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含 130%）,30.42,,2025-12-02,0.000,,87,0,至少还需13天<br>3/15 | 30,1,28.223
50,118045,盟升转债,210.258,688311,盟升电子,R,C,3.000,1.239,2024-03-18,20.94,2027-09-13,,,X,112.00,130%,-,14,1,30,2025-09-19,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,36.08,,2029-09-12,0.000,,86,0,至少还需14天<br>1/15 | 30,0,27.222
51,123215,铭利转债,136.343,301268,铭利达,R,C,10.000,8.555,2024-02-19,19.20,2027-08-03,,,X,118.00,130%,-,14,1,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,22.05,,2029-08-03,0.000,,86,0,至少还需14天<br>1/15 | 30,0,24.960
52,110090,爱迪转债,143.720,600933,爱柯迪,R,C,15.700,15.697,2023-03-29,17.73,2026-09-22,,,X,110.00,130%,-,14,1,30,2024-04-11,15,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,23.01,,2028-09-23,0.000,,86,0,至少还需14天<br>1/15 | 30,0,23.049
53,123221,力诺转债,141.500,301188,力诺药包,R,C,5.000,4.056,2024-02-29,14.20,2027-08-23,,,X,108.00,130%,-,14,1,30,2025-09-08,15,当公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,17.93,,2029-08-23,0.000,,86,0,至少还需14天<br>1/15 | 30,0,18.460
54,127045,牧原转债,131.810,002714,牧原股份,R,C,95.500,95.430,2022-02-21,45.18,2025-08-15,,,X,107.00,130%,-,14,1,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%(含 130%),52.88,,2027-08-16,0.000,,86,0,至少还需14天<br>1/15 | 30,1,58.734
55,127028,英特转债,134.370,000411,英特集团,,C,6.000,4.062,2021-07-12,9.30,2025-01-06,,,X,108.00,130%,-,14,1,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),11.13,,2027-01-05,0.000,,86,0,至少还需14天<br>1/15 | 30,1,12.090
56,123119,康泰转2,130.007,300601,康泰生物,R,C,20.000,19.990,2022-01-21,15.73,2025-07-14,,,X,112.00,130%,-,14,1,30,,15,如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格超过当期转股价格的130%(含 130%),16.92,,2027-07-15,0.000,,86,0,至少还需14天<br>1/15 | 30,1,20.449
57,123085,万顺转2,136.905,300057,万顺新材,R,C,9.000,5.287,2021-06-17,4.99,2025-05-08,,,X,108.00,130%,-,14,5,30,2024-01-02,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含130%),6.25,,2026-12-11,0.000,,86,0,至少还需14天<br>5/15 | 30,1,6.487
58,113672,福蓉转债,140.099,603327,福蓉科技,,C,6.400,3.934,2024-01-24,8.17,2027-07-19,,,X,108.00,130%,-,15,1,30,2025-02-12,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%），,9.61,,2029-07-18,0.000,,85,0,至少还需15天<br>1/15 | 30,0,10.621
59,113574,华体转债,133.688,603679,华体科技,,C,2.088,2.078,2020-10-09,13.49,2025-03-31,,,X,110.00,130%,-,15,6,30,,15,如果公司A股股票在连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),16.08,,2026-03-31,0.000,,85,0,至少还需15天<br>6/15 | 30,1,17.537
60,123198,金埔转债,127.975,301098,金埔园林,R,C,5.200,3.259,2023-12-14,7.55,2027-06-07,,,X,115.00,130%,-,15,9,30,,15,如果公司股票在连续 30 个交易日中至少15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,8.71,,2029-06-08,0.000,,85,0,至少还需15天<br>9/15 | 30,0,9.815
61,113646,永吉转债,142.980,603058,永吉股份,,C,1.459,1.375,2022-10-20,8.07,2026-04-13,,,X,108.30,130%,-,15,1,30,2023-04-17,15,公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,9.33,,2028-04-14,0.000,,85,0,至少还需15天<br>1/15 | 30,0,10.491
62,118007,山石转债,139.187,688030,山石网科,R,C,2.674,2.672,2022-09-28,16.50,2026-03-23,,,X,114.00,130%,-,15,5,30,,15,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,20.42,,2028-03-22,0.000,,85,0,至少还需15天<br>5/15 | 30,0,21.450
63,113597,佳力转债,135.602,603912,佳力图,,C,3.000,2.973,2021-02-05,8.68,2025-07-30,,,X,118.00,130%,-,15,1,30,,15,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格高于当期转股价格的130%(含 130%),9.85,,2026-07-30,0.000,,85,0,至少还需15天<br>1/15 | 30,1,11.284
64,113631,皖天转债,132.808,603689,皖天然气,,C,9.300,8.399,2022-05-12,6.86,2025-11-10,,,X,110.00,130%,-,15,1,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),8.56,,2027-11-08,0.000,,85,0,至少还需15天<br>1/15 | 30,0,8.918
65,123223,九典转02,139.425,300705,九典制药,,C,3.600,2.053,2024-03-21,14.95,2027-09-14,,,X,113.00,130%,-,15,3,30,2025-05-02,15,如果公司 A 股股票在任何连续 30 个交易日中至少 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,17.62,,2029-09-15,0.000,,85,0,至少还需15天<br>3/15 | 30,0,19.435
66,113058,友发转债,133.202,601686,友发集团,,C,20.000,19.578,2022-10-10,4.77,2026-03-30,,,X,112.00,130%,-,15,4,30,,15,如果本公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含130%）,5.84,,2028-03-30,0.000,,85,0,至少还需15天<br>4/15 | 30,0,6.201
67,127078,优彩转债,132.626,002998,优彩资源,,C,6.000,5.999,2023-06-20,6.60,2026-12-14,,,X,115.00,130%,-,15,1,30,,15,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,7.94,,2028-12-14,0.000,,85,0,至少还需15天<br>1/15 | 30,0,8.580
68,127082,亚科转债,136.588,002540,亚太科技,,C,11.590,11.589,2023-09-15,5.39,2027-03-08,,,X,112.00,130%,-,15,1,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,6.73,,2029-03-09,0.000,,85,0,至少还需15天<br>1/15 | 30,0,7.007
69,111005,富春转债,142.062,605189,富春染织,,C,5.700,5.298,2022-12-29,11.98,2026-06-22,,,X,108.30,130%,-,15,10,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,15.17,,2028-06-23,0.000,,85,0,至少还需15天<br>10/15 | 30,0,15.574
70,113046,金田转债,131.092,601609,金田股份,,C,15.000,14.992,2021-09-27,10.32,2025-03-22,,,X,110.00,130%,-,15,1,30,,15,如果本公司股票任意连续30个交易日中至少有15个交易日的收盘价不低于当期转股价格的130%(含 130%),11.57,,2027-03-22,0.000,,85,0,至少还需15天<br>1/15 | 30,1,13.416
